,DATE,DocumentIdentifier,V2Tone,Themes,Organizations,FinalThemes
142,20230417121500,https://www.channelnewsasia.com/business/china-baijiu-maker-zjld-group-seeks-812-million-hong-kongs-largest-ipo-2023-3422216,-0.277008310249307,TAX_ETHNICITY;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CHINESE;ECON_IPO;TAX_ECON_PRICE;WB_698_TRADE;ECON_STOCKMARKET;ECON_WORLDCURRENCIES;ECON_WORLDCURRENCIES_DOLLARS;ECON_WORLDCURRENCIES_HONG_KONG_DOLLARS;,"['schlumberger nv', 'group nine media']","TAX_ETHNICITY,ECON_IPO,ECON_STOCKMARKET"
152,20230417121500,https://cnsnews.com/article/international/patrick-goodenough/intl-community-urges-sudans-warring-generals-stop-fighting,-4.6218487394958,CRISISLEX_T01_CAUTION_ADVICE;MANMADE_DISASTER_IMPLIED;CRISISLEX_C07_SAFETY;CRISISLEX_CRISISLEXREC;TAX_DISEASE;TAX_DISEASE_OUTBREAK;WB_635_PUBLIC_HEALTH;WB_2165_HEALTH_EMERGENCIES;WB_2166_HEALTH_EMERGENCY_PREPAREDNESS_AND_DISASTER_RESPONSE;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_2167_PANDEMICS;KILL;CRISISLEX_T03_DEAD;TAX_FNCACT;TAX_FNCACT_WORKERS;ARMEDCONFLICT;WB_2433_CONFLICT_AND_VIOLENCE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2462_POLITICAL_VIOLENCE_AND_WAR;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;SEIZE;TAX_ETHNICITY;TAX_ETHNICITY_SUDANESE;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;USPEC_POLITICS_GENERAL1;GENERAL_HEALTH;MEDICAL;TAX_FNCACT_DOCTORS;CRISISLEX_C03_WELLBEING_HEALTH;UNGP_CRIME_VIOLENCE;EPU_CATS_NATIONAL_SECURITY;TAX_FNCACT_LEADER;WB_2449_PARAMILITARIES;WB_2445_NON_STATE_SECURITY_ACTORS;TAX_DISEASE_TRANSITIONAL;AFFECT;REBELLION;WB_2448_MILITIA;TAX_FNCACT_AMBASSADOR;MEDIA_SOCIAL;TAX_FNCACT_SECRETARY;TAX_FNCACT_SECRETARY_OF_STATE;TRANSPARENCY;TAX_ETHNICITY_AMERICAN;TAX_FNCACT_CITIZENS;AID_HUMANITARIAN;ECON_DEVELOPMENTORGS;ECON_DEVELOPMENTORGS_WORLD_FOOD_PROGRAM;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_DIRECTOR;TAX_FNCACT_EXECUTIVE_DIRECTOR;TAX_FNCACT_EMPLOYEES;TAX_FNCACT_STAFFERS;WOUND;CRISISLEX_T02_INJURED;TAX_FNCACT_AID_WORKERS;SLFID_ECONOMIC_DEVELOPMENTAID;CRISISLEX_O02_RESPONSEAGENCIESATCRISIS;UNGP_FORESTS_RIVERS_OCEANS;CRISISLEX_C04_LOGISTICS_TRANSPORT;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_AIRPORT;WB_135_TRANSPORT;WB_1803_TRANSPORT_INFRASTRUCTURE;WB_1804_AIRPORTS;ACT_YIELD;TAX_ETHNICITY_ARAB;TAX_TERROR_GROUP;TAX_TERROR_GROUP_JANJAWEED;SELF_IDENTIFIED_ATROCITY;TAX_ECON_PRICE;TAX_FNCACT_TROOPS;TAX_ETHNICITY_HOUTHI;TERROR;REBELS;WB_2451_REBELS_GUERRILLAS_AND_INSURGENTS;CRISISLEX_T11_UPDATESSYMPATHY;MILITARY;,['twitter inc'],"MANMADE_DISASTER_IMPLIED,TAX_DISEASE,KILL,ARMEDCONFLICT,GENERAL_GOVERNMENT,SEIZE,TAX_ETHNICITY,GENERAL_HEALTH,MEDICAL,REBELLION,TRANSPARENCY,WOUND,TAX_TERROR_GROUP,SELF_IDENTIFIED_ATROCITY,TERROR,REBELS,MILITARY"
170,20230417121500,https://www.dailymail.co.uk/sciencetech/article-11980877/Elon-Musk-creates-AI-company-rival-OpenAI.html,-2.22101841820152,EXTREMISM;MEDIA_SOCIAL;TAX_FNCACT;TAX_FNCACT_BOSS;SCIENCE;TAX_FNCACT_ENGINEERS;SELF_IDENTIFIED_HUMAN_RIGHTS;FREESPEECH;UNGP_FORESTS_RIVERS_OCEANS;TAX_FNCACT_WOMEN;EPU_ECONOMY_HISTORIC;CRISISLEX_CRISISLEXREC;ECON_ENTREPRENEURSHIP;TAX_FNCACT_ENTREPRENEUR;TAX_FNCACT_FOOL;EDUCATION;TAX_FNCACT_PROFESSOR;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITY;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;TAX_ETHNICITY;TAX_ETHNICITY_ASIAN;LEADER;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;EPU_POLICY;EPU_POLICY_POLITICAL;TAX_FNCACT_CANDIDATE;TAX_DISEASE;TAX_DISEASE_OVERWEIGHT;WB_1406_DISEASES;WB_1435_OBESITY;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY;HATE_SPEECH;DISCRIMINATION;TAX_WEAPONS;TAX_WEAPONS_BOMB;EPU_CATS_MIGRATION_FEAR_FEAR;WMD;TAX_FNCACT_DIRECTOR;TAX_FNCACT_MANAGING_DIRECTOR;TAX_FNCACT_SECRETARY;TAX_FNCACT_BARD;ACT_MAKESTATEMENT;MEDIA_MSM;TAX_FNCACT_LEADERS;TAX_WORLDMAMMALS_HUMANS;CRISISLEX_T11_UPDATESSYMPATHY;UNREST_BELLIGERENT;TAX_WORLDMAMMALS_CAT;KILL;EPU_POLICY_REGULATORY;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_831_GOVERNANCE;WB_838_PUBLIC_ACCOUNTABILITY_MECHANISMS;AFFECT;TAX_FNCACT_DICTATOR;SLFID_DICTATORSHIP;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;MANMADE_DISASTER_IMPLIED;,"['xl group ltd', 'nvidia corp', 'google', 'twitter inc', 'twitter inc']","EXTREMISM,SCIENCE,SELF_IDENTIFIED_HUMAN_RIGHTS,FREESPEECH,ECON_ENTREPRENEURSHIP,EDUCATION,TAX_ETHNICITY,TAX_DISEASE,HATE_SPEECH,DISCRIMINATION,TAX_WEAPONS,WMD,KILL,SLFID_DICTATORSHIP,MANMADE_DISASTER_IMPLIED"
181,20230417121500,https://www.wbay.com/2023/04/17/blustery-with-wet-snow-showers/,0.560224089635854,TAX_DISEASE;TAX_DISEASE_CHILLS;NATURAL_DISASTER;NATURAL_DISASTER_STRONG_WINDS;CRISISLEX_O01_WEATHER;,['google'],"TAX_DISEASE,NATURAL_DISASTER"
185,20230417121500,https://www.marketscreener.com/news/latest/Wheat-up-as-Ukrainian-export-channels-assessed--43520806/,-2.7431421446384,EPU_CATS_MIGRATION_FEAR_FEAR;TAX_ETHNICITY;TAX_ETHNICITY_UKRAINIAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_UKRAINIAN;BAN;TAX_FOODSTAPLES;TAX_FOODSTAPLES_GRAIN;TAX_FOODSTAPLES_CORN;TAX_FOODSTAPLES_WHEAT;TAX_ECON_PRICE;TAX_ETHNICITY_RUSSIAN;TAX_WORLDLANGUAGES_RUSSIAN;TAX_WORLDLANGUAGES_RUSSIA;ACT_MAKESTATEMENT;TAX_FOODSTAPLES_SOYBEANS;WB_698_TRADE;AGRICULTURE;TAX_FNCACT;TAX_FNCACT_FARMERS;TAX_FNCACT_MANAGER;TAX_FNCACT_RISK_MANAGER;DELAY;USPEC_UNCERTAINTY1;EPU_ECONOMY_HISTORIC;TAX_FOODSTAPLES_SOYBEAN;CRISISLEX_C04_LOGISTICS_TRANSPORT;WATER_SECURITY;NATURAL_DISASTER;NATURAL_DISASTER_DROUGHT;INFO_RUMOR;,['chicago board of trade'],"TAX_ETHNICITY,BAN,TAX_FOODSTAPLES,AGRICULTURE,DELAY,WATER_SECURITY,NATURAL_DISASTER"
193,20230417121500,https://interfax.com/newsroom/top-stories/89676/,-0.6993006993007,LEADER;TAX_FNCACT;TAX_FNCACT_GOVERNOR;ECON_CURRENCY_EXCHANGE_RATE;USPEC_POLICY1;EPU_POLICY;EPU_POLICY_POLICY;ECON_DEVELOPMENTORGS;ECON_DEVELOPMENTORGS_INTERNATIONAL_MONETARY_FUND;WB_1135_CURRENT_ACCOUNT;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT;WB_441_BALANCE_OF_PAYMENTS;TAX_ETHNICITY;TAX_ETHNICITY_UKRAINIAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_UKRAINIAN;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;EPU_CATS_SOVEREIGN_DEBT_CURRENCY_CRISES;,['national bank of arizona'],"ECON_CURRENCY_EXCHANGE_RATE,TAX_ETHNICITY"
199,20230417121500,https://markets.financialcontent.com/stocks/article/gnwcq-2023-4-17-asset-entities-inc-signs-iconic-music-producer-and-executive-jeff-blue-as-head-of-entertainment,0.925069380203515,WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_SOCIAL;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;WB_2936_GOLD;WB_507_ENERGY_AND_EXTRACTIVES;WB_895_MINING_SYSTEMS;WB_1699_METAL_ORE_MINING;TAX_FNCACT;TAX_FNCACT_PRODUCER;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_AUTHOR;MEDIA_MSM;TAX_FNCACT_JOURNALIST;TAX_FNCACT_SUPERVISOR;TAX_FNCACT_PUBLISHER;EPU_ECONOMY_HISTORIC;TAX_FNCACT_ARTISTS;WB_855_LABOR_MARKETS;WB_1650_PUBLIC_EMPLOYMENT_SERVICES;WB_697_SOCIAL_PROTECTION_AND_LABOR;WB_1652_PLACEMENT;TAX_FNCACT_ARTIST;TAX_WEAPONS;TAX_WEAPONS_GUNS;TAX_FNCACT_QUEEN;GENERAL_GOVERNMENT;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_FOX;ECON_ENTREPRENEURSHIP;WB_2670_JOBS;WB_2769_JOBS_STRATEGIES;WB_2840_INTEGRATION;WB_2836_MIGRATION_POLICIES_AND_JOBS;UNGP_FORESTS_RIVERS_OCEANS;WB_470_EDUCATION;WB_2944_SERVERS;WB_671_STORAGE_MANAGEMENT;WB_667_ICT_INFRASTRUCTURE;WB_672_NETWORK_MANAGEMENT;TAX_FNCACT_REPRESENTATIVES;EPU_POLICY;EPU_POLICY_REGULATORY;TAX_DISEASE;TAX_DISEASE_COVID-19;GENERAL_HEALTH;HEALTH_PANDEMIC;WB_635_PUBLIC_HEALTH;WB_2165_HEALTH_EMERGENCIES;WB_2166_HEALTH_EMERGENCY_PREPAREDNESS_AND_DISASTER_RESPONSE;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_2167_PANDEMICS;UNGP_HEALTHCARE;ECON_IPO;EPU_CATS_REGULATION;EPU_CATS_FINANCIAL_REGULATION;LEGISLATION;EPU_POLICY_LAW;LEADER;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;TAX_FNCACT_CHIEF;TAX_FNCACT_CHIEF_EXECUTIVE;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;TAX_FNCACT_EXECUTIVE_OFFICER;TAX_FNCACT_CHIEF_EXECUTIVE_OFFICER;TAX_FNCACT_CHAIRMAN;TAX_FNCACT_INVESTOR;TAX_FNCACT_VICE_PRESIDENT;,"['nasdaq inc', 'instagram', 'twitter inc']","TAX_WEAPONS,GENERAL_GOVERNMENT,EDUCATION,ECON_ENTREPRENEURSHIP,TAX_DISEASE,GENERAL_HEALTH,HEALTH_PANDEMIC,ECON_IPO,LEGISLATION"
214,20230417121500,https://www.gpb.org/news/2023/04/17/netflix-delayed-the-live-reunion-of-love-blind-didnt-say-why,-1.34048257372654,DELAY;USPEC_UNCERTAINTY1;CRISISLEX_C04_LOGISTICS_TRANSPORT;MEDIA_SOCIAL;CRISISLEX_T11_UPDATESSYMPATHY;TAX_ECON_PRICE;KIDNAP;UNREST_CRACKDOWN;EPU_CATS_REGULATION;,"['netflix inc', 'twitter inc']","DELAY,KIDNAP"
220,20230417121500,https://www.mirror.co.uk/travel/news/flight-attendant-reveals-airlines-make-29714178,0.760456273764258,TAX_FNCACT;TAX_FNCACT_ATTENDANT;TAX_FNCACT_FLIGHT_ATTENDANT;TAX_DISEASE;TAX_DISEASE_HIGH_BLOOD_PRESSURE;WB_1406_DISEASES;WB_1432_HYPERTENSION;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY;GENERAL_HEALTH;TAX_DISEASE_DISEASE;UNGP_HEALTHCARE;TAX_DISEASE_HEART_DISEASE;TAX_CHRONICDISEASE;TAX_CHRONICDISEASE_HEART_DISEASE;WB_1434_HEART_DISEASE;TAX_RELIGION;TAX_RELIGION_SHAKER;AFFECT;TAX_FNCACT_DIRECTOR;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;TAX_FNCACT_CHEFS;WB_135_TRANSPORT;TAX_FNCACT_HUNTER;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_COLLEGE;USPEC_POLICY1;EPU_POLICY;EPU_POLICY_POLICY;,['american airlines group'],"TAX_DISEASE,GENERAL_HEALTH,TAX_ETHNICITY,EDUCATION"
236,20230417121500,https://www.pnj.com/story/news/local/pensacola/2023/04/17/pensacolas-brownsville-church-hosting-expunge-and-seal-workshop/70107441007/,-3.20219579139982,TAX_FNCACT;TAX_FNCACT_CRIMINAL;ARREST;CRISISLEX_CRISISLEXREC;WB_2745_JOB_QUALITY_AND_LABOR_MARKET_PERFORMANCE;WB_2670_JOBS;WB_2689_JOBS_DIAGNOSTICS;WB_2748_EMPLOYMENT;EDUCATION;WB_470_EDUCATION;ALLIANCE;WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION;WB_1462_WATER_SANITATION_AND_HYGIENE;WB_635_PUBLIC_HEALTH;WB_621_HEALTH_NUTRITION_AND_POPULATION;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_SEAL;TAX_FNCACT_ORGANIZER;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_JAILS;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_2495_DETENTION_PRISON_AND_CORRECTIONS_REFORM;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_1014_CRIMINAL_JUSTICE;WB_2490_NATIONAL_PROTECTION_AND_SECURITY;MANMADE_DISASTER_IMPLIED;PUBLIC_TRANSPORT;USPEC_POLITICS_GENERAL1;TAX_FNCACT_CHILDREN;TRIAL;SCIENCE;TAX_FNCACT_ATTORNEY;TAX_FNCACT_OFFICIALS;TAX_FNCACT_ASSISTANT;LEGISLATION;EPU_POLICY;EPU_POLICY_LAW;SECURITY_SERVICES;WB_1920_FINANCIAL_SECTOR_DEVELOPMENT;WB_328_FINANCIAL_INTEGRITY;WB_2082_LAW_ENFORCEMENT;GENERAL_GOVERNMENT;TAX_ECON_PRICE;TAX_RELIGION;TAX_RELIGION_CHURCH;TAX_FNCACT_PASTOR;TAX_FNCACT_SPEAKER;LEADER;TAX_FNCACT_PRESIDENT;TAX_FNCACT_VETERANS;POVERTY;WB_695_POVERTY;TAX_FNCACT_EMPLOYERS;WB_2690_CATEGORIES_OF_EMPLOYMENT;WB_2704_EMPLOYER;CRISISLEX_C07_SAFETY;CLOSURE;SOC_POINTSOFINTEREST_SCHOOL;SOC_POINTSOFINTEREST_MIDDLE_SCHOOL;SOC_GENERALCRIME;EPU_CATS_MIGRATION_FEAR_FEAR;TAX_FNCACT_REPRESENTATIVES;TAX_FNCACT_MAN;TAX_FNCACT_VOLUNTEERS;CRISISLEX_O02_RESPONSEAGENCIESATCRISIS;TAX_FNCACT_SHERIFF;WB_1467_EDUCATION_FOR_ALL;WB_2131_EMPLOYABILITY_SKILLS_AND_JOBS;WB_1484_EDUCATION_SKILLS_DEVELOPMENT_AND_LABOR_MARKET;CRISISLEX_T04_INFRASTRUCTURE;,['netflix inc'],"ARREST,EDUCATION,ALLIANCE,MANMADE_DISASTER_IMPLIED,PUBLIC_TRANSPORT,TRIAL,SCIENCE,LEGISLATION,SECURITY_SERVICES,GENERAL_GOVERNMENT,POVERTY,CLOSURE,SOC_GENERALCRIME"
256,20230417121500,https://indianexpress.com/article/education/iim-kozhikode-registers-100-placement-for-1-year-mba-programme-highest-package-rs-43-lakh-8561385/,8.37988826815642,TAX_ETHNICITY;TAX_ETHNICITY_INDIAN;WB_855_LABOR_MARKETS;WB_1650_PUBLIC_EMPLOYMENT_SERVICES;WB_697_SOCIAL_PROTECTION_AND_LABOR;WB_1652_PLACEMENT;EPU_ECONOMY_HISTORIC;TAX_FNCACT;TAX_FNCACT_STUDENTS;TAX_FNCACT_DIRECTOR;RECRUITMENT;,['ibm'],TAX_ETHNICITY
257,20230417121500,https://www.msn.com/en-xl/news/other/ugandan-ghetto-kids-make-history-at-britains-got-talent/ar-AA19Xjq4,3.86100386100386,TAX_FNCACT;TAX_FNCACT_JUDGES;AFFECT;POVERTY;CRISISLEX_C05_NEED_OF_SHELTERS;TAX_FNCACT_CHILDREN;WB_756_VULNERABLE_GROUPS;WB_421_SOCIAL_INCLUSION;WB_758_ORPHANS;WB_134_SOCIAL_DEVELOPMENT;TAX_FNCACT_FOUNDER;MEDIA_MSM;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_SOCIAL;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;,['twitter inc'],POVERTY
273,20230417121500,https://www.msn.com/en-gb/entertainment/tv/succession-fans-shocked-after-discovering-huge-link-to-s-club-7/ar-AA19XAMU,0.505902192242834,ARMEDCONFLICT;TAX_DISEASE;TAX_DISEASE_TRAUMA;CRISISLEX_T11_UPDATESSYMPATHY;MEDIA_MSM;KILL;CRISISLEX_T03_DEAD;TAX_FNCACT;TAX_FNCACT_WRITER;EPU_POLICY;EPU_POLICY_POLITICAL;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;MEDIA_SOCIAL;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_PRODUCER;CRISISLEX_CRISISLEXREC;,['twitter inc'],"ARMEDCONFLICT,TAX_DISEASE,KILL,TAX_ETHNICITY"
275,20230417121500,https://www.sfgate.com/news/article/russian-opposition-activist-given-25-year-prison-17901085.php,-9.98278829604131,TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;SELF_IDENTIFIED_HUMAN_RIGHTS;WB_2203_HUMAN_RIGHTS;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;UNGP_CRIME_VIOLENCE;TAX_AIDGROUPS;TAX_AIDGROUPS_AMNESTY_INTERNATIONAL;ARREST;CRISISLEX_CRISISLEXREC;TAX_FNCACT;TAX_FNCACT_REPRESENTATIVES;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_RUSSIA;LEGISLATION;EPU_POLICY;EPU_POLICY_LAW;BAN;TAX_FNCACT_AUTHORITIES;EPU_POLICY_AUTHORITIES;TAX_ETHNICITY;TAX_ETHNICITY_SOVIET;WB_2433_CONFLICT_AND_VIOLENCE;ARMEDCONFLICT;EPU_CATS_NATIONAL_SECURITY;TAX_ETHNICITY_RUSSIAN;TAX_WORLDLANGUAGES_RUSSIAN;TAX_FNCACT_FATHER;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_SOCIAL;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;UNGP_FORESTS_RIVERS_OCEANS;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_PRISON;WB_2495_DETENTION_PRISON_AND_CORRECTIONS_REFORM;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT;WB_2490_NATIONAL_PROTECTION_AND_SECURITY;CRISISLEX_C07_SAFETY;SECURITY_SERVICES;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_1934_CIVILLIAN_POLICE_AND_SECURITY_SERVICES;WB_1014_CRIMINAL_JUSTICE;SOC_GENERALCRIME;TAX_ETHNICITY_AMERICAN;MEDIA_MSM;TAX_FNCACT_REPORTER;SLFID_DICTATORSHIP;TAX_FNCACT_LEADER;TAX_FNCACT_CRITIC;KILL;ASSASSINATION;TAX_FNCACT_OFFICIALS;ACT_MAKESTATEMENT;TRIAL;EPU_CATS_MIGRATION_FEAR_FEAR;TAX_FNCACT_VICTIMS;CRISISLEX_T08_MISSINGFOUNDTRAPPEDPEOPLE;WB_2507_HUMAN_RIGHTS_ABUSES_AND_VIOLATIONS;TAX_FNCACT_DIRECTOR;MOVEMENT_GENERAL;TREASON;EPU_POLICY_POLITICAL;IDEOLOGY;TAX_FNCACT_CHIEF;EPU_CATS_MONETARY_POLICY;SLFID_RULE_OF_LAW;DELAY;USPEC_UNCERTAINTY1;TAX_FNCACT_SPOKESWOMAN;TAX_FNCACT_SPOKESMAN;GENERAL_HEALTH;MEDICAL;TAX_DISEASE;TAX_DISEASE_POLYNEUROPATHY;TAX_DISEASE_DISEASE;WB_1406_DISEASES;WB_621_HEALTH_NUTRITION_AND_POPULATION;UNGP_HEALTHCARE;TAX_FNCACT_LAWYERS;,['twitter inc'],"SELF_IDENTIFIED_HUMAN_RIGHTS,ARREST,LEGISLATION,BAN,TAX_ETHNICITY,ARMEDCONFLICT,SECURITY_SERVICES,SOC_GENERALCRIME,SLFID_DICTATORSHIP,KILL,ASSASSINATION,TRIAL,MOVEMENT_GENERAL,TREASON,SLFID_RULE_OF_LAW,DELAY,GENERAL_HEALTH,MEDICAL,TAX_DISEASE"
283,20230417121500,https://www.wbjournal.com/article/qa-northborough-man-eschews-corporate-culture-for-flooring-franchise,-0.107642626480086,WB_286_TELECOMMUNICATIONS_AND_BROADBAND_ACCESS;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;TAX_DISEASE;TAX_DISEASE_COVID;EPU_ECONOMY_HISTORIC;MEDIA_SOCIAL;WB_2670_JOBS;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES;WB_723_PUBLIC_ADMINISTRATION;WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR;TAX_ECON_PRICE;WB_290_TELECOMMUNICATIONS_ORGANIZATIONAL_DESIGN;WB_288_TELECOMMUNICATIONS_SECTOR_POLICY_AND_REGULATION;TAX_FNCACT;TAX_FNCACT_BOOKKEEPER;CRISISLEX_T04_INFRASTRUCTURE;ECON_HOUSING_PRICES;TAX_FNCACT_AGENTS;WB_336_NON_BANK_FINANCIAL_INSTITUTIONS;WB_1920_FINANCIAL_SECTOR_DEVELOPMENT;WB_612_HOUSING_FINANCE;WB_332_CAPITAL_MARKETS;ECON_INTEREST_RATES;EPU_POLICY;EPU_POLICY_INTEREST_RATES;EPU_CATS_MONETARY_POLICY;WB_1467_EDUCATION_FOR_ALL;WB_470_EDUCATION;WB_2131_EMPLOYABILITY_SKILLS_AND_JOBS;WB_1484_EDUCATION_SKILLS_DEVELOPMENT_AND_LABOR_MARKET;EPU_CATS_MIGRATION_FEAR_FEAR;EPU_ECONOMY;UNGP_FORESTS_RIVERS_OCEANS;,"['instagram', 'facebook inc']","TAX_DISEASE,ECON_HOUSING_PRICES,ECON_INTEREST_RATES"
292,20230417121500,https://www.gdnonline.com/Details/1229531,-4.22535211267606,TAX_DISEASE;TAX_DISEASE_CANCER;WB_1406_DISEASES;WB_1431_CANCER;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY;GENERAL_HEALTH;HEALTH_VACCINATION;WB_642_CHILD_HEALTH;WB_1459_IMMUNIZATIONS;WB_639_REPRODUCTIVE_MATERNAL_AND_CHILD_HEALTH;UNGP_HEALTHCARE;CRISISLEX_CRISISLEXREC;TAX_DISEASE_RECURRENCE;TAX_DISEASE_SKIN_CANCER;SCIENCE;MEDICAL;CRISISLEX_C03_WELLBEING_HEALTH;WB_1614_NUTRITIONAL_PROGRAMS;WB_1609_FOOD_AND_IN_KIND_TRANSFERS;WB_1615_THERAPEUTIC;WB_1466_SOCIAL_ASSISTANCE;WB_697_SOCIAL_PROTECTION_AND_LABOR;TAX_DISEASE_MELANOMA;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;WB_1331_HEALTH_TECHNOLOGIES;WB_1350_PHARMACEUTICALS;EPU_POLICY;EPU_POLICY_REGULATORY;SOC_INNOVATION;WB_2453_ORGANIZED_CRIME;WB_2433_CONFLICT_AND_VIOLENCE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2456_DRUGS_AND_NARCOTICS;PUBLIC_TRANSPORT;SEIGE;CHECKPOINT;UNREST_CHECKPOINT;TAX_FNCACT;TAX_FNCACT_WOMEN;TAX_DISEASE_FATIGUE;TAX_FNCACT_REGULATORS;TAX_FNCACT_CHIEF;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;TAX_DISEASE_TUMOUR;UNGP_FORESTS_RIVERS_OCEANS;TAX_WEAPONS;TAX_WEAPONS_SHOTGUN;,['merck & co inc'],"TAX_DISEASE,GENERAL_HEALTH,HEALTH_VACCINATION,SCIENCE,MEDICAL,TAX_ETHNICITY,PUBLIC_TRANSPORT,SEIGE,CHECKPOINT,UNREST_CHECKPOINT,TAX_WEAPONS"
